iteration,restart,loss,parent_norm,leakage_norm,total_norm,leakage_ratio,parent_fraction,parent_strength,order2_scaled_ratio,child_l4,child_linf,parent_linf,parent_mean_wavenumber,wall_seconds
0,0,2.825554132461548,0.33926305174827576,0.778286337852478,0.8490164875984192,2.2940497398376465,0.1596764475107193,0.006068922113627195,57.35124206542969,1.7508372068405151,5.191652297973633,4.388685703277588,2.9610514640808105,0.5899832248687744
1,0,2.1781811714172363,0.36809974908828735,0.8042477369308472,0.8844839930534363,2.184863567352295,0.1732012778520584,0.006584768649190664,54.62158966064453,1.756208896636963,5.240784645080566,4.5723443031311035,3.0362136363983154,0.637070894241333
2,0,1.5088330507278442,0.40573084354400635,0.8065881729125977,0.9028853178024292,1.9879883527755737,0.20193466544151306,0.00725793419405818,49.69970703125,1.7604665756225586,5.293024063110352,5.628664016723633,3.5365285873413086,0.6557879447937012
3,0,0.8262218236923218,0.46730291843414307,0.8257502317428589,0.948807418346405,1.767055630683899,0.2425720989704132,0.00835936889052391,44.1763916015625,1.7636916637420654,5.344963550567627,8.47126293182373,4.631804943084717,0.6743528842926025
4,0,0.4211007058620453,0.5589460134506226,0.8516311049461365,1.0186737775802612,1.5236375331878662,0.3010713756084442,0.009998730383813381,38.090938568115234,1.7661733627319336,5.396350383758545,11.085928916931152,5.741525650024414,0.6931159496307373
5,0,0.29863956570625305,0.6595690250396729,0.8891146183013916,1.1070483922958374,1.3480236530303955,0.3549664318561554,0.011798729188740253,33.700592041015625,1.76801335811615,5.4452691078186035,12.663202285766602,6.443833351135254,0.7118360996246338
6,0,0.20112763345241547,0.7634311318397522,0.9335089325904846,1.2059296369552612,1.2227808237075806,0.40077054500579834,0.013656671158969402,30.569520950317383,1.7693710327148438,5.492823123931885,13.653579711914062,6.896364688873291,0.730506181716919
7,0,0.12085803598165512,0.8670874238014221,0.9784775376319885,1.3073862791061401,1.128464698791504,0.43986350297927856,0.015510931611061096,28.21161651611328,1.7703611850738525,5.536206245422363,14.308111190795898,7.198925495147705,0.7491769790649414
8,0,0.05654884874820709,0.9683648347854614,1.0247026681900024,1.4098745584487915,1.0581783056259155,0.47175559401512146,0.017322637140750885,26.454458236694336,1.771066665649414,5.575281620025635,14.765345573425293,7.408698081970215,0.7679052352905273
9,0,0.005903190467506647,1.0659396648406982,1.0722507238388062,1.5119355916976929,1.005920648574829,0.49704837799072266,0.01906810887157917,25.14801597595215,1.7715471982955933,5.609871864318848,15.091795921325684,7.558961391448975,0.7866206169128418
10,0,-0.03507547453045845,1.159098744392395,1.119147539138794,1.6112110614776611,0.9655325412750244,0.5175305604934692,0.02073458954691887,24.13831329345703,1.7718485593795776,5.64015531539917,15.331844329833984,7.669776916503906,0.8053615093231201
11,0,-0.06915349513292313,1.2475706338882446,1.1642122268676758,1.7064063549041748,0.9331834316253662,0.534521758556366,0.022317223250865936,23.329586029052734,1.7720049619674683,5.667215347290039,15.512737274169922,7.7536821365356445,2.8989744186401367
12,0,-0.09763036668300629,1.3313528299331665,1.207515835762024,1.797385573387146,0.9069840908050537,0.5486606955528259,0.02381596341729164,22.674602508544922,1.7720425128936768,5.697266578674316,15.651745796203613,7.818724155426025,2.917785167694092
13,0,-0.12144416570663452,1.4105721712112427,1.2492598295211792,1.884240984916687,0.8856405019760132,0.560425341129303,0.025233082473278046,22.14101219177246,1.7719815969467163,5.724085807800293,15.760151863098145,7.8701910972595215,2.9364733695983887
14,0,-0.14156511425971985,1.4854042530059814,1.289328932762146,1.9669252634048462,0.8679986596107483,0.5703134536743164,0.026571718975901604,21.699966430664062,1.771838665008545,5.748335838317871,15.845553398132324,7.911638259887695,2.9552440643310547
15,0,-0.1588335782289505,1.5560367107391357,1.3275145292282104,2.0453715324401855,0.8531383275985718,0.5787557363510132,0.02783523127436638,21.328458786010742,1.77162766456604,5.770732402801514,15.91325855255127,7.94551420211792,2.9738872051239014
16,0,-0.173859104514122,1.6226528882980347,1.3637022972106934,2.119596004486084,0.8404152989387512,0.5860639810562134,0.029026897624135017,21.0103816986084,1.7713608741760254,5.791853427886963,15.967095375061035,7.9735493659973145,2.9926507472991943
17,0,-0.1870659440755844,1.6854344606399536,1.3978809118270874,2.1896941661834717,0.8293890357017517,0.5924569964408875,0.030149968340992928,20.734725952148438,1.771048665046692,5.8120293617248535,16.009891510009766,7.996995449066162,3.0113325119018555
